customer_id,last_purchase_date,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_string,rfm_total,segment
16926,2010-12-03 13:42:00,371,1,230.25,1,1,1,111,3,Lost
16718,2010-12-05 13:03:00,369,1,623.75,1,3,3,133,7,At-Risk
14813,2010-12-05 11:57:00,369,1,155.43,1,1,1,111,3,Lost
15880,2010-12-05 13:00:00,369,1,343.28,1,2,2,122,5,Lost
16658,2010-12-06 13:47:00,368,1,123.24,1,1,1,111,3,Lost
15899,2010-12-06 10:36:00,368,1,56.25,1,1,1,111,3,Lost
17860,2010-12-06 12:41:00,368,1,252.80,1,2,2,122,5,Lost
16858,2010-12-06 09:52:00,368,1,375.69,1,2,2,122,5,Lost
18113,2010-12-06 12:31:00,368,1,76.32,1,1,1,111,3,Lost
18119,2010-12-07 11:59:00,367,1,181.12,1,1,1,111,3,Lost
16125,2010-12-07 15:48:00,367,1,289.35,1,2,2,122,5,Lost
15180,2010-12-07 14:57:00,367,1,87.50,1,1,1,111,3,Lost
13786,2010-12-07 13:53:00,367,1,230.40,1,1,1,111,3,Lost
13807,2010-12-07 15:48:00,367,1,112.60,1,1,1,111,3,Lost
16679,2010-12-08 13:51:00,366,1,129.75,1,1,1,111,3,Lost
15221,2010-12-08 13:08:00,366,1,403.25,1,2,2,122,5,Lost
12441,2010-12-08 10:45:00,366,1,173.55,1,1,1,111,3,Lost
13270,2010-12-08 14:53:00,366,1,590.00,1,3,3,133,7,At-Risk
15347,2010-12-08 15:25:00,366,1,201.60,1,1,1,111,3,Lost
14821,2010-12-08 08:43:00,366,1,48.80,1,1,1,111,3,Lost
18269,2010-12-08 13:53:00,366,1,168.60,1,1,1,111,3,Lost
15332,2010-12-08 14:43:00,366,1,1661.06,1,4,4,144,9,Cannot Lose Them
16893,2010-12-08 12:06:00,366,1,145.93,1,1,1,111,3,Lost
15973,2010-12-08 11:42:00,366,1,307.82,1,2,2,122,5,Lost
16795,2010-12-09 14:08:00,365,1,414.88,1,2,2,122,5,Lost
14437,2010-12-09 09:27:00,365,1,63.00,1,1,1,111,3,Lost
15945,2010-12-09 13:14:00,365,1,181.00,1,1,1,111,3,Lost
13369,2010-12-09 11:30:00,365,1,308.28,1,2,2,122,5,Lost
14932,2010-12-09 11:48:00,365,1,363.53,1,2,2,122,5,Lost
14355,2010-12-09 12:16:00,365,1,174.40,1,1,1,111,3,Lost
12797,2010-12-09 10:55:00,365,1,254.03,1,2,2,122,5,Lost
16065,2010-12-09 13:03:00,365,1,372.09,1,2,2,122,5,Lost
17456,2010-12-09 15:23:00,365,1,249.86,1,1,1,111,3,Lost
17978,2010-12-09 14:05:00,365,1,300.92,1,2,2,122,5,Lost
12785,2010-12-10 13:48:00,364,1,311.95,1,2,2,122,5,Lost
16727,2010-12-10 13:48:00,364,1,272.82,1,2,2,122,5,Lost
17880,2010-12-10 10:21:00,364,1,458.92,1,2,2,122,5,Lost
14082,2010-12-10 11:02:00,364,1,182.25,1,1,1,111,3,Lost
15723,2010-12-10 11:12:00,364,1,203.10,1,1,1,111,3,Lost
16565,2010-12-10 15:21:00,364,1,173.70,1,1,1,111,3,Lost
15454,2010-12-12 14:21:00,362,1,179.10,1,1,1,111,3,Lost
17251,2010-12-12 11:06:00,362,1,283.28,1,2,2,122,5,Lost
14413,2010-12-12 13:37:00,362,1,122.70,1,1,1,111,3,Lost
16665,2010-12-12 14:03:00,362,1,135.40,1,1,1,111,3,Lost
18004,2010-12-12 13:47:00,362,1,169.47,1,1,1,111,3,Lost
15503,2010-12-12 10:57:00,362,1,147.09,1,1,1,111,3,Lost
17524,2010-12-13 14:32:00,361,1,145.00,1,1,1,111,3,Lost
15361,2010-12-13 09:52:00,361,1,418.92,1,2,2,122,5,Lost
17303,2010-12-13 13:32:00,361,1,250.04,1,1,1,111,3,Lost
16812,2010-12-14 12:35:00,360,1,479.35,1,2,2,122,5,Lost
16499,2010-12-14 13:31:00,360,1,365.45,1,2,2,122,5,Lost
13948,2010-12-14 10:18:00,360,1,102.00,1,1,1,111,3,Lost
16202,2010-12-14 10:43:00,360,1,365.27,1,2,2,122,5,Lost
17752,2010-12-15 16:19:00,359,1,80.64,1,1,1,111,3,Lost
13295,2010-12-15 11:21:00,359,1,201.20,1,1,1,111,3,Lost
17525,2010-12-15 12:05:00,359,1,422.70,1,2,2,122,5,Lost
18050,2010-12-15 14:25:00,359,1,74.40,1,1,1,111,3,Lost
17551,2010-12-15 14:12:00,359,1,306.84,1,2,2,122,5,Lost
13874,2010-12-16 18:20:00,358,1,540.45,1,3,3,133,7,At-Risk
14373,2010-12-16 15:40:00,358,1,76.55,1,1,1,111,3,Lost
17691,2010-12-16 17:20:00,358,1,290.40,1,2,2,122,5,Lost
18176,2010-12-16 15:45:00,358,1,476.35,1,2,2,122,5,Lost
15789,2010-12-16 14:35:00,358,1,351.30,1,2,2,122,5,Lost
15224,2010-12-16 15:02:00,358,1,322.08,1,2,2,122,5,Lost
12967,2010-12-16 19:10:00,358,1,1660.90,1,4,4,144,9,Cannot Lose Them
17496,2010-12-16 08:39:00,358,1,271.05,1,2,2,122,5,Lost
12551,2010-12-17 11:23:00,357,1,168.00,1,1,1,111,3,Lost
15204,2010-12-17 13:49:00,357,1,316.58,1,2,2,122,5,Lost
15160,2010-12-17 14:15:00,357,1,158.16,1,1,1,111,3,Lost
13033,2010-12-17 14:23:00,357,1,190.55,1,1,1,111,3,Lost
17343,2010-12-19 15:07:00,355,1,193.64,1,1,1,111,3,Lost
15279,2010-12-20 10:48:00,354,1,290.51,1,2,2,122,5,Lost
15460,2010-12-20 16:08:00,354,1,216.76,1,1,1,111,3,Lost
12515,2010-12-21 15:43:00,353,1,383.70,1,2,2,122,5,Lost
16270,2010-12-21 14:26:00,353,1,1141.24,1,4,4,144,9,Cannot Lose Them
12734,2010-12-22 12:47:00,352,1,110.40,1,1,1,111,3,Lost
15562,2010-12-23 09:55:00,351,1,134.55,1,1,1,111,3,Lost
13304,2010-12-23 14:35:00,351,1,300.42,1,2,2,122,5,Lost
13922,2010-12-23 10:38:00,351,1,172.25,1,1,1,111,3,Lost
16282,2011-01-04 11:42:00,339,1,168.30,1,1,1,111,3,Lost
15464,2011-01-05 15:56:00,338,1,1048.85,1,4,4,144,9,Cannot Lose Them
15266,2011-01-05 13:40:00,338,1,119.30,1,1,1,111,3,Lost
13187,2011-01-06 18:57:00,337,1,236.02,1,1,1,111,3,Lost
12386,2011-01-06 12:37:00,337,1,401.90,1,2,2,122,5,Lost
12489,2011-01-07 13:13:00,336,1,334.93,1,2,2,122,5,Lost
12829,2011-01-07 11:13:00,336,1,293.00,1,2,2,122,5,Lost
12501,2011-01-07 12:28:00,336,1,2169.39,1,5,5,155,11,Cannot Lose Them
14889,2011-01-07 15:19:00,336,1,135.90,1,1,1,111,3,Lost
15649,2011-01-07 13:34:00,336,1,816.00,1,3,3,133,7,At-Risk
15607,2011-01-07 12:44:00,336,1,104.76,1,1,1,111,3,Lost
12793,2011-01-09 12:12:00,334,1,545.48,1,3,3,133,7,At-Risk
12651,2011-01-09 12:46:00,334,1,114.00,1,1,1,111,3,Lost
18032,2011-01-09 15:32:00,334,1,73.50,1,1,1,111,3,Lost
17128,2011-01-09 12:02:00,334,1,157.09,1,1,1,111,3,Lost
15326,2011-01-10 11:38:00,333,1,311.71,1,2,2,122,5,Lost
16850,2011-01-10 11:09:00,333,1,332.41,1,2,2,122,5,Lost
15100,2011-01-10 10:35:00,333,1,876.00,1,3,3,133,7,At-Risk
17406,2011-01-10 15:07:00,333,1,2200.42,1,5,5,155,11,Cannot Lose Them
16351,2011-01-11 10:26:00,332,1,153.90,1,1,1,111,3,Lost
15346,2011-01-11 11:18:00,332,1,252.42,1,2,2,122,5,Lost
12736,2011-01-11 07:57:00,332,1,234.00,1,1,1,111,3,Lost
13144,2011-01-11 11:15:00,332,1,110.95,1,1,1,111,3,Lost
17569,2011-01-11 14:15:00,332,1,344.14,1,2,2,122,5,Lost
14270,2011-01-12 09:33:00,331,1,492.65,1,3,3,133,7,At-Risk
12652,2011-01-12 15:00:00,331,1,919.98,1,3,3,133,7,At-Risk
14185,2011-01-12 13:52:00,331,1,197.65,1,1,1,111,3,Lost
15171,2011-01-12 15:36:00,331,1,1289.50,1,4,4,144,9,Cannot Lose Them
18085,2011-01-13 15:17:00,330,1,689.95,1,3,3,133,7,At-Risk
16315,2011-01-13 11:57:00,330,1,226.37,1,1,1,111,3,Lost
13284,2011-01-13 09:23:00,330,1,201.19,1,1,1,111,3,Lost
15510,2011-01-13 12:10:00,330,1,250.00,1,1,1,111,3,Lost
15447,2011-01-13 11:26:00,330,1,155.17,1,1,1,111,3,Lost
13385,2011-01-14 09:52:00,329,1,534.57,1,3,3,133,7,At-Risk
18106,2011-01-14 12:23:00,329,1,430.70,1,2,2,122,5,Lost
12672,2011-01-14 09:20:00,329,1,225.90,1,1,1,111,3,Lost
18212,2011-01-17 16:14:00,326,1,248.42,1,1,1,111,3,Lost
14238,2011-01-17 14:40:00,326,1,146.85,1,1,1,111,3,Lost
15316,2011-01-17 11:34:00,326,1,165.00,1,1,1,111,3,Lost
12872,2011-01-17 10:52:00,326,1,599.97,1,3,3,133,7,At-Risk
13859,2011-01-17 16:14:00,326,1,201.16,1,1,1,111,3,Lost
15395,2011-01-18 12:40:00,325,1,107.45,1,1,1,111,3,Lost
12346,2011-01-18 10:01:00,325,1,77183.60,1,5,5,155,11,Cannot Lose Them
13898,2011-01-18 10:28:00,325,1,155.93,1,1,1,111,3,Lost
18233,2011-01-18 08:44:00,325,1,440.00,1,2,2,122,5,Lost
14090,2011-01-19 10:51:00,324,1,76.32,1,1,1,111,3,Lost
12665,2011-01-19 08:34:00,324,1,63.00,1,1,1,111,3,Lost
13008,2011-01-20 14:24:00,323,1,229.47,1,1,1,111,3,Lost
17862,2011-01-20 12:23:00,323,1,330.90,1,2,2,122,5,Lost
15262,2011-01-20 12:16:00,323,1,178.95,1,1,1,111,3,Lost
15422,2011-01-20 16:17:00,323,1,97.70,1,1,1,111,3,Lost
12402,2011-01-20 13:49:00,323,1,225.60,1,1,1,111,3,Lost
16387,2011-01-21 11:34:00,322,1,94.36,1,1,1,111,3,Lost
17890,2011-01-21 11:19:00,322,1,602.09,1,3,3,133,7,At-Risk
17094,2011-01-21 13:09:00,322,1,302.00,1,2,2,122,5,Lost
15174,2011-01-21 09:06:00,322,1,135.75,1,1,1,111,3,Lost
17714,2011-01-23 10:32:00,320,1,153.00,1,1,1,111,3,Lost
15167,2011-01-23 12:41:00,320,1,163.00,1,1,1,111,3,Lost
14068,2011-01-23 16:02:00,320,1,265.85,1,2,2,122,5,Lost
14130,2011-01-24 16:05:00,319,1,483.86,1,2,2,122,5,Lost
14782,2011-01-24 11:12:00,319,1,200.10,1,1,1,111,3,Lost
14439,2011-01-24 11:39:00,319,1,2661.24,1,5,5,155,11,Cannot Lose Them
13551,2011-01-24 14:46:00,319,1,91.80,1,1,1,111,3,Lost
14368,2011-01-24 09:52:00,319,1,155.00,1,1,1,111,3,Lost
15052,2011-01-24 15:52:00,319,1,215.78,1,1,1,111,3,Lost
15820,2011-01-24 12:00:00,319,1,206.98,1,1,1,111,3,Lost
16222,2011-01-25 13:38:00,318,1,846.72,1,3,3,133,7,At-Risk
15213,2011-01-25 12:21:00,318,1,328.35,1,2,2,122,5,Lost
13002,2011-01-25 15:18:00,318,1,120.95,1,1,1,111,3,Lost
15222,2011-01-25 08:03:00,318,1,585.00,1,3,3,133,7,At-Risk
13615,2011-01-25 08:21:00,318,1,417.69,1,2,2,122,5,Lost
16757,2011-01-25 11:59:00,318,1,106.83,1,1,1,111,3,Lost
14248,2011-01-25 14:45:00,318,1,302.58,1,2,2,122,5,Lost
13703,2011-01-25 13:10:00,318,1,99.50,1,1,1,111,3,Lost
12591,2011-01-26 14:35:00,317,1,452.85,1,2,2,122,5,Lost
17118,2011-01-26 12:19:00,317,1,157.02,1,1,1,111,3,Lost
16124,2011-01-26 14:45:00,317,1,249.00,1,1,1,111,3,Lost
15661,2011-01-26 13:56:00,317,1,309.80,1,2,2,122,5,Lost
12764,2011-01-27 10:19:00,316,1,1693.88,1,4,4,144,9,Cannot Lose Them
13506,2011-01-27 13:53:00,316,1,458.52,1,2,2,122,5,Lost
13328,2011-01-27 15:22:00,316,1,1308.48,1,4,4,144,9,Cannot Lose Them
12377,2011-01-28 15:45:00,315,1,1628.12,1,4,4,144,9,Cannot Lose Them
12574,2011-01-28 09:20:00,315,1,218.45,1,1,1,111,3,Lost
12735,2011-01-28 13:37:00,315,1,779.57,1,3,3,133,7,At-Risk
17062,2011-01-30 11:01:00,313,1,538.37,1,3,3,133,7,At-Risk
15415,2011-01-30 14:13:00,313,1,572.81,1,3,3,133,7,At-Risk
17431,2011-01-30 14:36:00,313,1,403.30,1,2,2,122,5,Lost
13161,2011-01-30 14:03:00,313,1,112.75,1,1,1,111,3,Lost
15881,2011-01-31 16:59:00,312,1,501.39,1,3,3,133,7,At-Risk
15448,2011-01-31 10:42:00,312,1,494.64,1,3,3,133,7,At-Risk
13600,2011-01-31 15:27:00,312,1,219.52,1,1,1,111,3,Lost
17619,2011-01-31 14:18:00,312,1,218.52,1,1,1,111,3,Lost
16403,2011-01-31 13:39:00,312,1,177.50,1,1,1,111,3,Lost
18095,2011-01-31 12:50:00,312,1,580.05,1,3,3,133,7,At-Risk
17239,2011-01-31 09:41:00,312,1,382.50,1,2,2,122,5,Lost
14549,2011-02-01 13:47:00,311,1,289.24,1,2,2,122,5,Lost
13494,2011-02-01 11:58:00,311,1,316.26,1,2,2,122,5,Lost
12373,2011-02-01 13:10:00,311,1,364.60,1,2,2,122,5,Lost
17356,2011-02-01 11:07:00,311,1,178.22,1,1,1,111,3,Lost
15107,2011-02-01 14:46:00,311,1,319.50,1,2,2,122,5,Lost
14850,2011-02-01 11:21:00,311,1,325.75,1,2,2,122,5,Lost
12929,2011-02-01 12:08:00,311,1,117.85,1,1,1,111,3,Lost
15940,2011-02-01 16:18:00,311,1,35.80,1,1,1,111,3,Lost
14496,2011-02-01 09:01:00,311,1,538.81,1,3,3,133,7,At-Risk
17912,2011-02-02 14:25:00,310,1,311.01,1,2,2,122,5,Lost
18250,2011-02-02 13:16:00,310,1,349.27,1,2,2,122,5,Lost
14457,2011-02-02 09:39:00,310,1,113.64,1,1,1,111,3,Lost
14411,2011-02-02 10:56:00,310,1,1063.00,1,4,4,144,9,Cannot Lose Them
17223,2011-02-02 15:57:00,310,1,426.79,1,2,2,122,5,Lost
12559,2011-02-02 09:49:00,310,1,561.71,1,3,3,133,7,At-Risk
12350,2011-02-02 16:01:00,310,1,334.40,1,2,2,122,5,Lost
15226,2011-02-02 11:41:00,310,1,154.41,1,1,1,111,3,Lost
14497,2011-02-03 17:01:00,309,1,475.37,1,2,2,122,5,Lost
13800,2011-02-03 12:27:00,309,1,558.32,1,3,3,133,7,At-Risk
13581,2011-02-03 14:41:00,309,1,118.00,1,1,1,111,3,Lost
16030,2011-02-03 11:28:00,309,1,331.24,1,2,2,122,5,Lost
17226,2011-02-04 11:52:00,308,1,393.49,1,2,2,122,5,Lost
12410,2011-02-04 10:39:00,308,1,693.33,1,3,3,133,7,At-Risk
13963,2011-02-04 14:43:00,308,1,664.54,1,3,3,133,7,At-Risk
17517,2011-02-04 11:48:00,308,1,153.94,1,1,1,111,3,Lost
17291,2011-02-04 13:04:00,308,1,550.80,1,3,3,133,7,At-Risk
15090,2011-02-04 14:03:00,308,1,381.32,1,2,2,122,5,Lost
15808,2011-02-06 14:33:00,306,1,3734.97,1,5,5,155,11,Cannot Lose Them
14438,2011-02-06 14:56:00,306,1,131.90,1,1,1,111,3,Lost
13584,2011-02-06 12:49:00,306,1,142.40,1,1,1,111,3,Lost
17392,2011-02-06 12:48:00,306,1,457.91,1,2,2,122,5,Lost
12956,2011-02-06 16:08:00,306,1,108.07,1,1,1,111,3,Lost
14600,2011-02-07 09:48:00,305,1,393.33,1,2,2,122,5,Lost
14048,2011-02-07 14:53:00,305,1,409.93,1,2,2,122,5,Lost
13809,2011-02-07 13:15:00,305,1,155.05,1,1,1,111,3,Lost
17859,2011-02-08 10:32:00,304,1,148.21,1,1,1,111,3,Lost
15753,2011-02-08 12:41:00,304,1,79.20,1,1,1,111,3,Lost
17881,2011-02-08 17:16:00,304,1,133.35,1,1,1,111,3,Lost
15843,2011-02-09 10:19:00,303,1,118.95,1,1,1,111,3,Lost
17358,2011-02-09 16:57:00,303,1,365.85,1,2,2,122,5,Lost
15970,2011-02-09 12:08:00,303,1,314.10,1,2,2,122,5,Lost
12401,2011-02-09 13:50:00,303,1,84.30,1,1,1,111,3,Lost
17843,2011-02-09 15:33:00,303,1,205.48,1,1,1,111,3,Lost
14081,2011-02-10 16:17:00,302,1,934.52,1,3,3,133,7,At-Risk
17334,2011-02-10 14:59:00,302,1,307.02,1,2,2,122,5,Lost
16425,2011-02-10 14:30:00,302,1,302.70,1,2,2,122,5,Lost
13706,2011-02-10 09:21:00,302,1,330.79,1,2,2,122,5,Lost
12561,2011-02-10 11:39:00,302,1,238.85,1,1,1,111,3,Lost
16725,2011-02-10 16:52:00,302,1,781.02,1,3,3,133,7,At-Risk
14431,2011-02-10 10:40:00,302,1,470.36,1,2,2,122,5,Lost
16405,2011-02-10 15:24:00,302,1,167.25,1,1,1,111,3,Lost
13819,2011-02-11 10:38:00,301,1,1140.35,1,4,4,144,9,Cannot Lose Them
13672,2011-02-11 13:53:00,301,1,186.39,1,1,1,111,3,Lost
18159,2011-02-11 14:26:00,301,1,530.15,1,3,3,133,7,At-Risk
16897,2011-02-13 15:02:00,299,1,289.78,1,2,2,122,5,Lost
16084,2011-02-13 16:05:00,299,1,436.18,1,2,2,122,5,Lost
17829,2011-02-14 12:46:00,298,1,889.24,1,3,3,133,7,At-Risk
15236,2011-02-14 10:52:00,298,1,321.05,1,2,2,122,5,Lost
16738,2011-02-15 09:46:00,297,1,3.75,1,1,1,111,3,Lost
14176,2011-02-15 13:12:00,297,1,576.90,1,3,3,133,7,At-Risk
14760,2011-02-15 16:27:00,297,1,89.20,1,1,1,111,3,Lost
13893,2011-02-15 11:30:00,297,1,821.10,1,3,3,133,7,At-Risk
14935,2011-02-15 14:44:00,297,1,1784.71,1,4,4,144,9,Cannot Lose Them
16073,2011-02-15 15:41:00,297,1,122.40,1,1,1,111,3,Lost
15670,2011-02-16 10:50:00,296,1,173.05,1,1,1,111,3,Lost
16494,2011-02-16 12:49:00,296,1,826.53,1,3,3,133,7,At-Risk
16509,2011-02-16 09:25:00,296,1,363.70,1,2,2,122,5,Lost
16148,2011-02-16 14:01:00,296,1,76.32,1,1,1,111,3,Lost
14386,2011-02-16 09:45:00,296,1,142.40,1,1,1,111,3,Lost
14371,2011-02-17 16:35:00,295,1,100.50,1,1,1,111,3,Lost
18138,2011-02-17 14:51:00,295,1,152.65,1,1,1,111,3,Lost
13151,2011-02-17 12:29:00,295,1,1257.87,1,4,4,144,9,Cannot Lose Them
13932,2011-02-18 12:02:00,294,1,307.40,1,2,2,122,5,Lost
12852,2011-02-18 08:47:00,294,1,311.55,1,2,2,122,5,Lost
16765,2011-02-18 15:41:00,294,1,34.00,1,1,1,111,3,Lost
12988,2011-02-20 14:31:00,292,1,535.32,1,3,3,133,7,At-Risk
12707,2011-02-21 08:38:00,291,1,603.42,1,3,3,133,7,At-Risk
12365,2011-02-21 14:04:00,291,1,641.38,1,3,3,133,7,At-Risk
13044,2011-02-21 15:20:00,291,1,560.47,1,3,3,133,7,At-Risk
16349,2011-02-22 12:40:00,290,1,53.50,1,1,1,111,3,Lost
16546,2011-02-22 11:20:00,290,1,787.15,1,3,3,133,7,At-Risk
18114,2011-02-22 13:20:00,290,1,220.10,1,1,1,111,3,Lost
15303,2011-02-22 13:59:00,290,1,574.02,1,3,3,133,7,At-Risk
16913,2011-02-22 12:56:00,290,1,113.44,1,1,1,111,3,Lost
15397,2011-02-23 09:25:00,289,1,94.00,1,1,1,111,3,Lost
17171,2011-02-23 16:37:00,289,1,224.91,1,1,1,111,3,Lost
18068,2011-02-23 14:50:00,289,1,101.70,1,1,1,111,3,Lost
17499,2011-02-23 09:14:00,289,1,622.88,1,3,3,133,7,At-Risk
18056,2011-02-24 14:27:00,288,1,363.65,1,2,2,122,5,Lost
15543,2011-02-24 15:26:00,288,1,127.86,1,1,1,111,3,Lost
13501,2011-02-24 18:59:00,288,1,1340.32,1,4,4,144,9,Cannot Lose Them
12945,2011-02-24 14:15:00,288,1,462.95,1,2,2,122,5,Lost
16072,2011-02-24 14:32:00,288,1,584.32,1,3,3,133,7,At-Risk
16997,2011-02-24 17:28:00,288,1,702.00,1,3,3,133,7,At-Risk
12565,2011-02-24 10:34:00,288,1,145.92,1,1,1,111,3,Lost
13751,2011-02-24 15:56:00,288,1,296.25,1,2,2,122,5,Lost
17117,2011-02-24 13:54:00,288,1,116.20,1,1,1,111,3,Lost
12361,2011-02-25 13:51:00,287,1,189.90,1,1,1,111,3,Lost
13345,2011-02-25 09:01:00,287,1,389.50,1,2,2,122,5,Lost
13973,2011-02-25 15:21:00,287,1,264.70,1,2,2,122,5,Lost
13753,2011-02-25 12:48:00,287,1,741.26,1,3,3,133,7,At-Risk
16598,2011-02-27 11:42:00,285,1,145.05,1,1,1,111,3,Lost
13684,2011-02-27 10:13:00,285,1,67.23,1,1,1,111,3,Lost
14046,2011-02-28 14:48:00,284,1,154.99,1,1,1,111,3,Lost
14036,2011-02-28 09:26:00,284,1,626.65,1,3,3,133,7,At-Risk
17165,2011-02-28 16:39:00,284,1,158.68,1,1,1,111,3,Lost
12509,2011-02-28 14:45:00,284,1,176.50,1,1,1,111,3,Lost
16339,2011-02-28 13:41:00,284,1,109.95,1,1,1,111,3,Lost
15709,2011-03-01 10:38:00,283,1,133.25,1,1,1,111,3,Lost
15319,2011-03-01 12:48:00,283,1,204.50,1,1,1,111,3,Lost
15257,2011-03-01 12:58:00,283,1,317.15,1,2,2,122,5,Lost
12866,2011-03-01 14:11:00,283,1,559.12,1,3,3,133,7,At-Risk
15456,2011-03-01 13:51:00,283,1,447.22,1,2,2,122,5,Lost
13166,2011-03-01 15:16:00,283,1,417.20,1,2,2,122,5,Lost
16078,2011-03-01 09:47:00,283,1,79.20,1,1,1,111,3,Lost
15733,2011-03-02 09:05:00,282,1,162.30,1,1,1,111,3,Lost
16792,2011-03-02 14:41:00,282,1,110.38,1,1,1,111,3,Lost
12834,2011-03-02 09:49:00,282,1,312.38,1,2,2,122,5,Lost
17923,2011-03-02 15:15:00,282,1,207.50,1,1,1,111,3,Lost
13497,2011-03-02 09:04:00,282,1,348.05,1,2,2,122,5,Lost
12873,2011-03-02 14:58:00,282,1,374.00,1,2,2,122,5,Lost
17789,2011-03-03 13:14:00,281,1,225.90,1,1,1,111,3,Lost
16159,2011-03-03 12:27:00,281,1,348.20,1,2,2,122,5,Lost
13715,2011-03-03 19:21:00,281,1,1079.34,1,4,4,144,9,Cannot Lose Them
17995,2011-03-03 12:30:00,281,1,76.10,1,1,1,111,3,Lost
15087,2011-03-03 10:34:00,281,1,306.94,1,2,2,122,5,Lost
14483,2011-03-03 10:26:00,281,1,137.10,1,1,1,111,3,Lost
12817,2011-03-03 16:28:00,281,1,166.04,1,1,1,111,3,Lost
14670,2011-03-04 14:13:00,280,1,411.53,1,2,2,122,5,Lost
13382,2011-03-04 10:03:00,280,1,222.99,1,1,1,111,3,Lost
12755,2011-03-04 12:42:00,280,1,3811.95,1,5,5,155,11,Cannot Lose Them
14779,2011-03-04 12:42:00,280,1,386.15,1,2,2,122,5,Lost
17508,2011-03-04 08:10:00,280,1,387.31,1,2,2,122,5,Lost
17325,2011-03-04 13:09:00,280,1,96.80,1,1,1,111,3,Lost
17535,2011-03-04 15:20:00,280,1,164.40,1,1,1,111,3,Lost
14570,2011-03-04 10:58:00,280,1,218.06,1,1,1,111,3,Lost
14247,2011-03-06 15:21:00,278,1,136.77,1,1,1,111,3,Lost
16517,2011-03-07 13:50:00,277,1,162.70,1,1,1,111,3,Lost
14012,2011-03-07 12:26:00,277,1,328.80,1,2,2,122,5,Lost
17654,2011-03-07 13:17:00,277,1,117.55,1,1,1,111,3,Lost
15869,2011-03-07 17:23:00,277,1,149.64,1,1,1,111,3,Lost
15554,2011-03-07 09:00:00,277,1,217.20,1,1,1,111,3,Lost
18280,2011-03-07 09:52:00,277,1,180.60,1,1,1,111,3,Lost
12614,2011-03-07 10:22:00,277,1,315.60,1,2,2,122,5,Lost
17639,2011-03-08 15:22:00,276,1,108.50,1,1,1,111,3,Lost
